Original_English,Original_Hindi,Translated_Text,Input_Emotion,Translated_Emotion,Confidence_Deviation
1202,१२०२ ,1202,surprise,surprise,2.3841857904605135e-07
"Verily this is an Admonition: therefore, whoso will, let him take a (straight) path to his Lord!",निश्चय ही यह एक अनुस्मृति है। अब जो चाहे अपने रब की ओर मार्ग ग्रहण कर ले,"निस्संदेह यह (क़ुरान) एक अनुस्मृति है। अतः जो चाहे, अपने रब की ओर मार्ग अपना ले",surprise,surprise,0.0055682063102721
Here hs wears no garb of a Mumal or a Sasui or a Lila or a Nuri but reveals himself without any symbolic cover as a seeker of Truth and man of realisation.,"यहाँ वे मूमल या ससुई या लीला या नूरी के वेष में धारण नहीं करते और अपने को, किसी अभिव्यंजित करते हैं। ","यहां वह मुमल, सासुई, लीला या नूरी का कोई पोशाक नहीं पहनता है, बल्कि बिना किसी प्रतीकात्मक ढाल के खुद को सत्य के खोजक और प्राप्ति के व्यक्ति के रूप में प्रकट करता है।",surprise,surprise,0.1750240921974182
"He said, ""Did you see when we retired to the rock? Indeed, I forgot [there] the fish. And none made me forget it except Satan - that I should mention it. And it took its course into the sea amazingly"".","उसने कहा, ""ज़रा देखिए तो सही, जब हम उस चट्टान के पास ठहरे हुए थे तो मैं मछली को भूल ही गया-और शैतान ही ने उसको याद रखने से मुझे ग़ाफ़िल कर दिया-और उसने आश्चर्य रूप से दरिया में अपनी राह ली।"" ",(मूसा ने) कहा क्या तुमने देखा जब हम चट्टान पर चले गए तो मैंने मछली को भुला दिया और मुझे उसे भुला दिया मगर शैतान ने ताकि मैं उसे याद करूं और वह दरिया में चौंकाने वाली तरह से चला गया,fear,surprise,0.3067848086357116
campus,परिसर,परिसर,surprise,surprise,0.2376890778541565
_ Timeout:,समय समाप्त (_ T): ,_ समय सीमाः,surprise,surprise,0.0717353522777557
Oruro,ओरुरोbolivia. kgm,ओरुरो,surprise,surprise,0.3378402590751648
white book,श्वेतपत्र,श्वेतपुस्तक,surprise,surprise,0.1586594879627228
He said that tremendous responsibilities would be entrusted on their shoulders at a very young age in civil services.,उन्होंने कहा कि सिविल सेवा में इतनी अल्पायु में उनके कंधों पर भारी जिम्मेदारी डाली जाएगी।,उन्होंने कहा कि सरकारी सेवाओं में बहुत कम उम्र में ही उन्हें भारी जिम्मेदारी सौंपी जाएगी।,surprise,surprise,0.0821160078048706
"Department of Administrative Reforms and Public Grievances (DARPG), the administrative department for CPGRAMS has prescribed guidelines with respect to disposal of Public grievances.","प्रशासनिक सुधार और लोक शिकायत विभाग (DARPG), जो CPGRAMS का प्रशासनिक विभाग है, उन्होंने लोक शिकायतों के निपटान के लिए दिशानिर्देश निर्धारित किए हैं।","प्रशासनिक सुधार और सार्वजनिक शिकायतों के विभाग (डीएआरपीजी), सीपीजीआरएएमएस के प्रशासनिक विभाग ने सार्वजनिक शिकायतों के निपटारे के संबंध में दिशा-निर्देश निर्धारित किए हैं।",surprise,surprise,0.0154082477092742
"The poor also are willing to make, and do make, smart decisions,","गरीब भी बढिया फ़ैसले लेना चाहते हैं, ",गरीब भी स्मार्ट निर्णय लेने के लिए तैयार हैं और करते हैं।,surprise,surprise,0.2979544699192047
I think that is a serious thing because it means that a poor person may not be able to contest elections.,मैं समझती हूं कि यह एक गम्भीर मसला है क्योंकि इसका अर्थ यह हुआ कि गरीब आदमी चुनाव नहीं लड़ सकता। ,मुझे लगता है कि यह एक गंभीर बात है क्योंकि इसका मतलब है कि एक गरीब व्यक्ति चुनाव नहीं लड़ सकता है।,surprise,surprise,0.0032842159271241
"And when they (Jews) meet those who believe (Muslims), they say, ""We believe"", but when they meet one another in private, they say, ""Shall you (Jews) tell them (Muslims) what Allah has revealed to you [Jews, about the description and the qualities of Prophet Muhammad Peace be upon him, that which are written in the Taurat (Torah)], that they (Muslims) may argue with you (Jews) about it before your Lord?"" Have you (Jews) then no understanding?","और जब वे ईमान लानेवाले से मिलते है तो कहते हैं, ""हम भी ईमान रखते हैं"", और जब आपस में एक-दूसरे से एकान्त में मिलते है तो कहते है, ""क्या तुम उन्हें वे बातें, जो अल्लाह ने तुम पर खोली, बता देते हो कि वे उनके द्वारा तुम्हारे रब के यहाँ हुज्जत में तुम्हारा मुक़ाबिला करें? तो क्या तुम समझते नहीं!"" ",और जब उन लोगों से मिलते हैं जो ईमान लाए तो कहते हैं कि हम ईमान लाए और जब एक दूसरे से छिपकर मिलते हैं तो कहते हैं कि क्या तुम उन्हें बताओगे कि ख़ुदा ने तुम पर जो कुछ नाज़िल किया है ताकि वह तुम्हारे परवरदिगार के सामने तुम से उस पर झगड़ें क्या तुम समझते नहीं,surprise,surprise,0.0384671092033386
Surxondaryo,सोन्द्रियोitalyprovince. kgm,सुर्क्सोन्डारियो,surprise,surprise,0.5092892050743103
familiar with them.,उन लोगों के साथ परिचित। ,परिचित हैं।,joy,joy,0.0533803105354309
"Khayalistan popularised the new genre called Adab - i - Lateef, which was originally the translation of Light Literature.",यह मूल रूप में हलके-फुलके साहित्य का अनुवाद था। ,"खयालस्तान ने आदब-ए-लेतेफ नामक एक नई शैली को लोकप्रिय बनाया, जो मूल रूप से प्रकाश साहित्य का अनुवाद था।",surprise,surprise,0.4383423328399658
Couldn 't access trash.,रद्दी पर पंहुच नहीं सका. ,कचरे तक पहुँच नहीं सका।,surprise,surprise,0.1648527979850769
America / Tijuana,अमेरिका/तिजुआना,अमेरिका / तिहुआना,surprise,surprise,0.0112166106700897
abandonment of claim,दावे का परित्याग,दावा का त्याग,surprise,surprise,0.0233063101768493
The local officials even used their discretion in protecting the rights of the wild tribes inhabiting these lands.,स्थानीय अधिकारी भी इस प्रकार की भूमि के निवासी जनजातियों के अधिकारों की रक्षा में अपनी इच्छानुसार व्यवहार करते थे। ,स्थानीय अधिकारियों ने इन भूमिओं में रहने वाले जंगली जनजातियों के अधिकारों की रक्षा करने के लिए भी अपनी विवेक का इस्तेमाल किया।,surprise,surprise,0.055248737335205
Mauve,Mauve,मऊव,surprise,surprise,0.2684199213981628
"In recent years, both India and Mexico have emerged as dynamic economies.","हाल के वर्षों में, भारत और मैक्सिको दोनों गतिशील अर्थव्यवस्थाओं के रूप में उभरे हैं।",हाल के वर्षों में भारत और मैक्सिको दोनों ही गतिशील अर्थव्यवस्थाओं के रूप में उभरे हैं।,surprise,surprise,0.0366220772266387
Enter Hell now to abide in it. How woeful is the abode of those who wax proud!,"अब जहन्नुम के दरवाज़े में दाख़िल हो जाओ (और) हमेशा उसी में (पड़े) रहो, ग़रज़ तकब्बुर करने वालों का भी (क्या) बुरा ठिकाना है",तो तुम हमेशा उसी में रहो और जो लोग सरकश हैं उनका ठिकाना तो बहुत बुरा है,surprise,fear,0.1053557395935058
"Say: 'Come, I will recite what your Lord has forbidden you: that you associate not anything with Him, and to be good to your parents, and not to slay your children because of poverty; We will provide you and them and that you approach not any indecency outward or inward, and that you slay not the soul God has forbidden, except by right. That then He has charged you with; haply you will understand.","कह दो, ""आओ, मैं तुम्हें सुनाऊँ कि तुम्हारे रब ने तुम्हारे ऊपर क्या पाबन्दियाँ लगाई हैः यह कि किसी चीज़ को उसका साझीदार न ठहराओ और माँ-बाप के साथ सद्व्य वहार करो और निर्धनता के कारण अपनी सन्तान की हत्या न करो; हम तुम्हें भी रोज़ी देते है और उन्हें भी। और अश्लील बातों के निकट न जाओ, चाहे वे खुली हुई हों या छिपी हुई हो। और किसी जीव की, जिसे अल्लाह ने आदरणीय ठहराया है, हत्या न करो। यह और बात है कि हक़ के लिए ऐसा करना पड़े। ये बाते है, जिनकी ताकीद उसने तुम्हें की है, शायद कि तुम बुद्धि से काम लो। ","कह दो, ""आओ, मैं तुम्हें वही पढ़ता हूँ जो तुम्हारे रब ने तुम्हें मना किया है, कि तुम उसका कुछ भी शरीक न बनाओ और अपने माता-पिता के प्रति भलाई करो और अपनी औलाद को गरीबी के कारण न मारो। हम तुम्हें और उन्हें भी रोज़ी देंगे और तुम्हें किसी बाहरी और आंतरिक अश्लीलता के निकट नहीं जाना चाहिए। और जिस व्यक्ति को अल्लाह ने हराम कर दिया है, उसे हक़ के सिवा न मारो। यह वह आदेश है जो उसने तुम्हें दिया है, ताकि तुम समझो।""",love,surprise,0.3962727934122085
An SCA would be identified for one or more districts (one district would cover 100 - 200 CSCs).,प्रथम स्तर पर ग्राम स्तरीय उद्यमी होंगे जो 5-6 गाँव के ग्रामीण उपभोक्ताओं को एक स्थान पर (लेकिन तमिलनाडु सरकार ने प्रत्येक 3 गाँव के लिए 1 साझा सेवा केन्द्र स्थापना की योजना बनायी है) सेवाएँ उपलब्ध करायेगी। ,एक या एक से अधिक जिलों के लिए एक एससीए की पहचान की जाएगी (एक जिला 100 से 200 सीएससी को कवर करेगा) ।,surprise,surprise,0.0266908407211303
"Similar programmes exist for writers, artists, grass root innovators, NIT students and inspired teachers.","ऐसे ही कार्यक्रम लेखकों, कलाकारों, बुनियादी नवान्वेषकों, राष्ट्रीय प्रौद्योगिकी संस्थानों के विद्यार्थियों तथा प्रेरित अध्यापकों के लिए विद्यमान हैं।","लेखक, कलाकार, घास की जड़ नवप्रवर्तनकारियों, एनआईटी के छात्रों और प्रेरित शिक्षकों के लिए भी इसी तरह के कार्यक्रम हैं।",surprise,surprise,0.163816899061203
"It is true that Iswarchandra opposed some of the social reforms of the day like widow remarriage, but he was not opposed to any and every progressive measure as such.","यह सच है कि, ईश्वरचन्द्र गुप्त ने उस समय विधवा पुनर्विवाह जैसे कुछ सामाजिक सुधारों का विरोध किया, लेकिन किसी खास या सभी प्रगतिशील कदमों से उनकी विरोध न था। ","यह सच है कि ईश्वरचंद्र ने विधवा पुनर्विवाह जैसे कुछ सामाजिक सुधारों का विरोध किया था, लेकिन वह किसी भी प्रगतिशील उपाय का विरोध नहीं किया।",surprise,surprise,0.0749666988849639
panda,पाँडा बिल्ली,पांडा,surprise,surprise,0.0214386880397796
Highest; at the very top; uppermost.,उच्चतम; सबसे ऊपर का; ऊपरवाला. ,"सबसे ऊंचा, सबसे ऊपर, सबसे ऊपर।",surprise,surprise,0.4851071834564209
Nicolas Léonard Sadi Carnot,सादी कार्नो ,निकोलस लियोनार्ड सादी कारनो,sadness,sadness,0.5177937150001526
05 minutes,05 मिनट,05 मिनट,surprise,surprise,0.0290765464305878
"I do hope that, as you said, we shall contest every Muslim seat.","जैसा कि आपने कहा है, मुझे पूरी आशा है कि हम हर मुस्लिम बैठक के लिए लडेंगे। ","मुझे आशा है कि जैसा कि आपने कहा, हम हर मुस्लिम सीट पर चुनाव लड़ेंगे।",joy,sadness,0.0124475955963134
“And wait – we too are waiting. ”,"तुम भी प्रतीक्षा करो, हम भी प्रतीक्षा कर रहे है। """,और प्रतीक्षा करें हम भी प्रतीक्षा कर रहे हैं. ,surprise,surprise,0.032969057559967
"When disturbed or alarmed, this beetle explodes a malodorous and caustic volatile liquid, with a loud report, from its anal end and makes good its escape, leaving behind an utterly confused enemy, overcome by acrid fumes.",छेड़े जाने या डराए जाने पर यह भृंग अपनी गुदा के सिरे से एक दुर्गंधयुक्त और दाहक वाष्पशील द्रव जोरदार धमाके से निकालता है और भाग निकलता है तथा पीछे रह जाता है तीखे धुएं से पराजित एकदम भ्रमित शत्रु। ,"जब यह भौंक जाता है या चिंतित होता है, तो यह कवक अपने गुदा के अंत से एक बदबूदार और कच्ची अस्थिर तरल पदार्थ को जोर से विस्फोट करता है और अपने पलायन को ठीक करता है, जिससे एक पूरी तरह से भ्रमित दुश्मन को पीछे छोड़ देता है, जो कड़वे धुएं से मात देता है।",surprise,surprise,0.519615113735199
"When Shekhar came back that evening, she reported to him all about her futile exercise.",शाम को शेखर के लौटने पर उसने सुबह का अपना अनभव बयान किया। ,जब शेखर उस शाम वापस आया तो उसने उसे अपने व्यर्थ अभ्यास के बारे में बताया।,surprise,surprise,0.4363220930099487
Symbol Database,प्रतीक डेटाबेस,प्रतीक डेटाबेस,surprise,surprise,0.1242517232894897
analytical study,विश्लेषणात्मक अध्ययन,विश्लेषणात्मक अध्ययन,surprise,surprise,0.4009519815444946
fatuous,ऊटपटाँग,फटिया,surprise,surprise,0.0947953462600708
"""As for the youth, his parents were people of Faith, and we feared that he would grieve them by obstinate rebellion and ingratitude (to Allah and man).","और रहा वह लड़का, तो उसके माँ-बाप ईमान पर थे। हमें आशंका हुई कि वह सरकशी और कुफ़्र से उन्हें तंग करेगा",और उस लड़के के माता-पिता ईमानवाले थे और हमें डर था कि वह उनके सरकशी और कृतघ्नता से उन्हें दुखी करे,fear,surprise,0.1090269684791565
boxing,बॉक्सिंग,मुक्केबाजी,surprise,surprise,0.0148500800132751
carefree,अचिंत,चिंता रहित,surprise,surprise,0.056437075138092
lady finger,भिंडी,महिला अंगूठी,surprise,surprise,0.0490233898162842
"Of course, I can and do envisage a State where the police will not be necessary; but whether we shall succeed in realizing it, the future alone will show.","अवश्य ही मैं ऐसे राज्य की कल्पना कर सकता हूं और कता हूं, जिसमें पुलिस की जरूरत नहीं होगीः परन्तु यह कल्पना सफल होगी या नहीं, यह तो भविष्य ही बतायेगा। ","बेशक, मैं एक ऐसे राज्य की कल्पना कर सकता हूं और कर सकता हूं जहां पुलिस की आवश्यकता नहीं होगी; लेकिन हम इसे प्राप्त करने में सफल होंगे या नहीं, यह भविष्य ही दिखाएगा।",surprise,surprise,0.217923879623413
"upon those rest blessings and mercy from their Lord, and those - - they are the truly guided.",यही लोग है जिनपर उनके रब की विशेष कृपाएँ है और दयालुता भी; और यही लोग है जो सीधे मार्ग पर हैं,उन पर उनके रब की कृपा और दया है। वही लोग सीधे मार्ग पर हैं,love,love,0.5688327848911285
bosom,वाम,स्तन,surprise,surprise,0.0848865509033203
Main memory,मुख्य मेमोरी,मुख्य स्मृति,surprise,surprise,0.0616234242916106
"but they had to do it like the West, right? Because we are setting up leagues.","लेकिन उन्हें ये सब पाश्चात्य तरीके से करना था, है न? क्योंकि हम लीग की नीव रख रहे थे. ","लेकिन वे इसे पश्चिम की तरह करना था, सही है? क्योंकि हम लीग स्थापित कर रहे हैं.",surprise,surprise,0.1607026159763336
"The whole of the case of the Sind Hindu Sabha is a negation of the principle of democracy, except in so far as joint electorates are demanded.",मिले-जुले चुनाव कराने की मांग के अलावा सिंध हिंदू महासभा का सारा मामला लोकतंत्र के उसूलों के खिलाफ है। ,"सिंध हिंदू सभा का पूरा मामला लोकतंत्र के सिद्धांत का खंडन है, सिवाय इसके कि जहां संयुक्त मतदाताओं की मांग की जाती है।",surprise,surprise,0.0731239914894104
"This might strike you as a strange career move,","यह आपको एक अजीब व्यवसाय लगेगा, ","यह आपको एक अजीब करियर कदम के रूप में लग सकता है,",surprise,surprise,0.0171446204185484
Display iPod properties iPod,विशेषताएँ दिखाएँ,आइपॉड गुणों का प्रदर्शन आइपॉड,surprise,surprise,0.1370563507080078
shapeless,बेडौल,अकारहीन,surprise,surprise,0.1271645426750183
calm,शांत होना,शांत,surprise,surprise,0.0470812022686004
"Who avoid the deadly sins, immoral acts, and forgive when they are angered,",और जो लोग बड़े बड़े गुनाहों और बेहयाई की बातों से बचे रहते हैं और ग़ुस्सा आ जाता है तो माफ कर देते हैं,"जो घातक पापों और व्यभिचारों से बचे रहते हैं और क्रोध आने पर क्षमा करते हैं,",anger,anger,0.3861919045448302
Wrap outgoing text at,बाहर जाने वाले टेक्स्ट को,आउटगॉउन्ग टेक्स्ट को,surprise,surprise,0.2677188515663147
kanjirappally,कन्जिरपल्ली,कञ्जीरियाली,surprise,surprise,0.0210888385772705
It was something of a miraculous nature that brought about this marriage.,"शाह लतीफ की शादी कैसे हुई, यह भी एक विस्मयकारी बात है। ",यह एक चमत्कारिक प्रकृति की कुछ थी जिसने इस विवाह को जन्म दिया।,surprise,surprise,0.2532134652137757
"therein calling for every fruit, secure.",वे वहाँ निश्चिन्तता के साथ हर प्रकार के स्वादिष्ट फल मँगवाते होंगे,"वहाँ वह हर प्रकार के फल माँगता है, सुरक्षित है",surprise,surprise,0.390514999628067
Asia / Anadyr,एशिया/एनाडिर,एशिया / अनादिर,surprise,anger,0.0224306285381316
Classification:,वर्गीकरणः,वर्गीकरणः,surprise,surprise,0.0633939802646637
A container for putting things in it.,ऐसा पात्र जिसमें सामान रखा जा सके। ,इसमें सामान डालने के लिए एक कंटेनर।,surprise,surprise,0.1498727202415466
"Had We willed, We would have made of you angels to be successors on earth.","और यदि हम चाहते हो तुममें से फ़रिश्ते पैदा कर देते, जो धरती में उत्ताराधिकारी होते",और अगर हम चाहें तो तुमको फरिश्ते बना दें जो ज़मीन में तुम्हारे बाद हो,surprise,surprise,0.3364696502685547
smallness,छोटापन,छोटी,surprise,surprise,0.0098268389701843
"If the court finds that the nuisance existed at the date of making the complaint, they will award you the reasonable costs incurred by you in bringing the action against the noise maker.",यदि कोर्ट यह निश्चित करे कि शिकायत करने के दिन शांति भंग की अवस्था विद्यमान थी तो वह आप को शोर करने वाले के विरुद्ध केस करने में हुए खर्च के लिए समुचित लागत दिए जाने का आदेश देगा। ,"यदि अदालत यह जान लेती है कि शिकायत करने की तारीख में परेशानी मौजूद थी, तो वह आपको शोर निर्माता के खिलाफ मुकदमा दर्ज करने में आपके द्वारा उठाए गए उचित खर्चों का भुगतान करेगी।",surprise,surprise,0.0186218619346618
"Perfection is achieved, not when there is nothing more to add, but when there is nothing left to take away.","उत्कृष्टता की सिद्धि तब नहीं होती जब कुछ और जोड़ना या लगाना बाकी नहीं रह जाए, बल्कि तब होती है जब कुछ हटाने के लिये नहीं बचे। ","पूर्णता तब प्राप्त होती है जब कुछ और नहीं है जो जोड़ना है, बल्कि जब कुछ भी नहीं बचा है जो ले जाना है।",surprise,surprise,0.2526584267616272
Such items of trade which are not visible but traded.,ऐसे मद जिनका व्यापार तो होता है लेकिन जो दिखाई नहीं देते। ,ऐसी वस्तुएँ जो दिखाई नहीं देती हैं लेकिन व्यापार में जुटी होती हैं।,surprise,surprise,0.0718982219696044
& View Mode,दृश्य मोड (V) ,& दृश्य मोड,surprise,surprise,0.0834750235080719
So eight plus eight is sixteen.,तो 8 जमा 8 है 16. ,तो आठ प्लस आठ 16 है।,surprise,surprise,0.0237596929073333
"It is, however, the preliminary stage which posits a bigger challenge for innovators, entrepreneurs, financiers and policy-makers alike.","इसलिए नवान्वेषकों,उद्यमियों, वित्त प्रदाताओं तथा नीति निर्माताओं की शुरुआती बड़ी चुनौती एक जैसी होती है।","हालांकि, यह प्रारंभिक चरण ही नवाचारकर्ताओं, उद्यमियों, वित्तपोषकों और नीति निर्माताओं दोनों के लिए एक बड़ी चुनौती है।",surprise,surprise,0.2048861384391784
Could not create folder '% s':% s,फ़ोल्डर '% s' निर्मित नहीं कर सकाः% s,फ़ोल्डर '% s' नहीं बना सकाः% s,surprise,surprise,0.1331285536289215
Tigris,दजला नदी,टाइगर्स,surprise,anger,0.0427424907684326
It disables / enables the repeated prompts to warn that you are trying to send a message to recipients not entered as mail addresses,यह पुनरावृत्त संवाद को निष्क्रिय/सक्षम करके चेतावनी देता है की आप बिना दर्ज किया डाक पते वाले प्राप्तकर्ताओं को संदेश भेजने की कोशिश कर रहे हैं,यह निष्क्रिय / चेतावनी देने के लिए दोहराए गए संकेत सक्षम करता है कि आप प्राप्तकर्ताओं को संदेश भेजने की कोशिश कर रहे हैं नहीं डाक पते के रूप में दर्ज किया,surprise,surprise,0.0448320508003234
Magnetic disk unit,चुंबकीय चक्रिका एकक,चुंबकीय डिस्क इकाई,surprise,surprise,0.021258682012558
Initial scale on the Y axis,Y अक्ष पर आरंभिक स्केल,वाई अक्ष पर प्रारंभिक पैमाने,surprise,surprise,0.4787633717060089
The state of being sane.,स्वस्थचित्त होने की अवस्था,स्वस्थ होने की स्थिति।,surprise,surprise,0.1391890943050384
"It is the privilege of Kerala to herald varsha 's arrival into the country, around the first week of June.",जून के पहले सप्ताह में देश में वर्षा के आगमन की शुभ सूचना का संदेशवाहक केरल होता है। ,केरल का यह सम्मान है कि वह जून के पहले सप्ताह में वर्शा के देश आने की घोषणा करता है।,surprise,surprise,0.0135105848312377
"(1) If the President, on receipt of a report from the Governor of a State or otherwise, is satisfied that a situation has arisen in which the Government of the State cannot be carried on in accordance with the provisions of this Constitution, the President may by Proclamation—","(1) यदि राष्ट्रपति का किसी राज्य के राज्यपाल से प्रतिवेदन मिलने पर या अन्यथा, यह समाधान हो जाता है कि ऐसी स्थिति उत्पन्न हो गई है जिसमें उस राज्य का शासन इस संविधान के उपबंधों के अनुसार नहीं चलाया जा सकता है तो राष्ट्रपति उद्घोषणा द्वारा—","(1) यदि राष्ट्रपति, किसी राज्यपाल की ओर से रिपोर्ट प्राप्त करने पर या अन्यथा, यह सुनिश्चित हो कि ऐसी स्थिति उत्पन्न हुई है जिसमें इस संविधान के प्रावधानों के अनुसार राज्य सरकार का संचालन नहीं किया जा सकता है, तो राष्ट्रपति घोषणा द्वारा",surprise,surprise,0.2091489136219025
Its Interface available in Hindi as well.,इसका इण्टरफेस हिन्दी में भी उपलब्ध है। ,इसका इंटरफेस हिंदी में भी उपलब्ध है।,surprise,surprise,0.0238195955753326
"when you can do long - term planning,","तब आप दूरगामी योजनायें बना सकते हैं, ","जब तुम दीर्घकालिक योजना बना सको,",surprise,fear,0.0633396506309509
Cape May,"केप मेCity name (optional, probably does not need a translation) ",केप मे,surprise,love,0.320187121629715
"Have you not seen how Allah has created the seven heavens in layers,",क्या तुमने ग़ौर नहीं किया कि ख़ुदा ने सात आसमान ऊपर तलें क्यों कर बनाए,क्या तुमने नहीं देखा कि अल्लाह ने सात आकाशों को कैसे एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे से दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे के ऊपर एक-दूसरे से,surprise,surprise,0.1828146576881408
construction of worksheds,वर्कशेड निर्माण,कार्यशालाओं का निर्माण,surprise,surprise,0.3164276778697967
propneustic,अग्र रंध्री,प्रपनेस्टिक,surprise,surprise,0.0553816556930542
"There is need to work together to raise the level of India-Belarus bilateral trade from the existing level of US $ 445 million to reach the US $ 1 billion target by 2018 set by the two sides during the 7th Inter-Governmental Commission meeting in Minsk in September last year. He expressed confidence that the large business delegation accompanying Dr. Myasnikovich, representing various sectors of Belarusian economy, will further augment and diversify bilateral trade and economic relations between the two countries.",विगत वर्ष सितंबर में मिंस्क में 7वीं अन्तर-सरकारी आयोग की बैठक के दौरान दोनों पक्षों द्वारा निर्धारित भारत-बेलारुस द्विपक्षीय व्यापार के 445मिलियन अमरीकी डॉलर के वर्तमान स्तर को 2018 में 1 बिलियन अमरीकी डॉलर तक बढ़ाने के लिए मिलकर कार्य करना होगा। उन्होंने विश्वास व्यक्त किया कि डॉ. मयास्निकोविच के साथ आया बेलारुस अर्थव्यवस्था के विभिन्न क्षेत्रों का प्रतिनिधित्व करने वाला विशाल व्यापार शिष्टमंडल दोनों देशों के द्विपक्षीय व्यापार और आर्थिक संबंधों को और घनिष्ठ एवं विविध बनाएगा।,पिछले साल सितंबर में मिन्स्क में 7वें अंतर-सरकारी आयोग की बैठक के दौरान दोनों पक्षों द्वारा निर्धारित 2018 तक 1 बिलियन डॉलर के लक्ष्य तक पहुंचने के लिए भारत-बेलारूस द्विपक्षीय व्यापार के स्तर को मौजूदा 445 मिलियन अमेरिकी डॉलर से ऊपर उठाने के लिए मिलकर काम करने की आवश्यकता है। उन्होंने विश्वास व्यक्त किया कि बेलारूस की अर्थव्यवस्था के विभिन्न क्षेत्रों का प्रतिनिधित्व करने वाले डॉ. मियासिनिकोविच के साथ बड़े व्यापारिक प्रतिनिधिमंडल दोनों देशों के बीच द्विपक्षीय व्यापार और आर्थिक संबंधों को और बढ़ाएंगे और विविधता प्रदान करेंगे।,surprise,surprise,0.0949739217758179
Specify session management ID,सत्र प्रबंधन ID निर्दिष्ट करें,सत्र प्रबंधन आईडी निर्दिष्ट करें,surprise,surprise,0.1723897457122803
"When the angels take away from their bodies the souls of those who have wronged themselves, they will ask them, ""How did you live?"" They will reply, ""We lived on earth in weakness and oppression."" The angels will say, ""Was not God 's land vast enough for you to go wherever you could live in peace?"" The dwelling of these people will be hell fire, a terrible destination.",बेशक जिन लोगों की क़ब्जे रूह फ़रिश्ते ने उस वक़त की है कि (दारूल हरब में पड़े) अपनी जानों पर ज़ुल्म कर रहे थे और फ़रिश्ते कब्जे रूह के बाद हैरत से कहते हैं तुम किस (हालत) ग़फ़लत में थे तो वह (माज़ेरत के लहजे में) कहते है कि हम तो रूए ज़मीन में बेकस थे तो फ़रिश्ते कहते हैं कि ख़ुदा की (ऐसी लम्बी चौड़ी) ज़मीन में इतनी सी गुन्जाइश न थी कि तुम (कहीं) हिजरत करके चले जाते पस ऐसे लोगों का ठिकाना जहन्नुम है और वह बुरा ठिकाना है,"और जब फ़रिश्ते उन लोगों की जानें उठा लेंगे जिन्होंने अपने ऊपर अत्याचार किया तो उनसे पूछेगें कि तुम कैसे रहे? वे कहेंगे, ""हम धरती में कमज़ोर और अत्याचारी रहे।"" फ़रिश्ते कहेंगे, ""क्या अल्लाह का धरती तुम्हारे लिए इतना विशाल नहीं कि तुम जहाँ भी रह सको, वहाँ पहुँच सको? तो यही लोग जहन्नम का घर है और वह बहुत बुरा ठिकाना है",surprise,surprise,0.0476218163967132
"The horse is a herbivorous animal, but does not ruminate like a cow or camel.","घोड़ा तृण भक्षी जानवर है, परंतु गाय अथवा ऊंट की तरह यह जुगाली नहीं करता. ","घोड़ा एक जड़ी-बूटियों वाला जानवर है, लेकिन वह गाय या ऊँट की तरह नहीं फिरता है।",surprise,joy,0.1392857432365417
"Well, it 's no wonder, these days.'",इन दिनों क्या कुछ नहीं हो सकता। ,"खैर, यह 'आदि में कोई आश्चर्य नहीं है।'",surprise,joy,0.0117684304714203
"The most esteemed writers and critics of Bengal in the 19th - 20th centuries have expressed their appreciation of the Gita - govinda, but they have been all reasonable, and their praise has been within limits unless they were believing or devout Vaishnavas of the medieval school.",19वीं-20वीं सदी के बंगाल के सर्वाधिक सम्मानित लेखकों एवं समीक्षकों ने गीत-गोविंद का अपना मूल्यांकन दिया है लेकिन वे सभी तर्कसम्मत रहे हैं और उनकी प्रशंसाएं एक सीमा के अंतर्गत रही हैं। ,"19वीं-20वीं शताब्दी के बंगाल के सबसे सम्मानित लेखकों और आलोचकों ने गीता-ग्विन्दा की सराहना की है, लेकिन वे सभी उचित रहे हैं, और उनकी प्रशंसा सीमाओं के भीतर रही है, जब तक कि वे मध्ययुगीन विद्यालय के वैष्णवों में विश्वास या भक्ति नहीं करते थे।",surprise,surprise,0.2004085779190063
